,cocktail_name,alcoholic,image_url,glass_type,recipe,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15
344,Lemon Drop,True,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,Absolut Vodka,Cointreau,Lemon,,,,,,,,,,,,,1 1/2 shot ,1 1/2 shot ,Juice of 1 wedge , , , , , ,,,,,,,
345,Lemon Shot,True,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,,,,,1/2 oz ,1/2 oz ," wedge
",Bacardi , , , , , ,,,,,,
346,Lemouroudji,False,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,,2 pieces ,1 gal ,1 lb ,1 cup ,ground , , , , , ,,,,,
347,Limeade,False,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Lime,Sugar,Soda water,Lime peel,,,,,,,,,,,,Juice of 1 ,1 tblsp ," (seltzer water)
", , , , , ,,,,,,,
348,Limona Corona,True,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Corona,Bacardi Limon,,,,,,,,,,,,,,1 bottle ,1 oz , , , , , ,,,,,,,,
349,Loch Lomond,True,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of , , , , , ,,,,,,
350,London Town,True,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,2 dashes , , , , , ,,,,,,,
351,Lone Tree Cocktail,True,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz , , , , , ,,,,,,,,
352,Lone Tree Cooler,True,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,"
","
","
","
","
","
","
","
","
","
","
",,,,
353,Long Island Iced Tea,True,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1 dash ,Twist of , , , , , ,,,,
354,Long Island Tea,True,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 splash , , , , , ,,,,
355,Long vodka,True,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,,,,,5 cl ,1/2 ,4 dashes ,1 dl Schweppes ,4 , , , , , ,,,,,
356,Lord And Lady,True,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,Tia maria,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz , , , , , ,,,,,,,,
357,Lunch Box,True,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,Beer,Amaretto,Orange juice,,,,,,,,,,,,,3/4 bottle ,1 shot ,1 oz , , , , , ,,,,,,,
358,Mai Tai,True,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,1 1/2 oz ,1 , , , , , ,,,,,
359,Malibu Twister,True,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Highball glass,"Add rum & trister then, add cranberry jucie,stir",Malibu rum,Tropicana,Cranberry juice,,,,,,,,,,,,,2 parts ,2 parts ,1 part , , , , , ,,,,,,,
360,Mango Orange Smoothie,False,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Highball Glass,Throw everything into a blender and liquify.,Mango,Orange,,,,,,,,,,,,,,1 ,2 , , , , , ,,,,,,,,
361,Manhattan,True,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of , , , , , ,,,,
362,Margarita,True,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Tequila,Triple sec,Lime juice,Salt,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,
363,Martinez Cocktail,True,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,Cocktail glass,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,1 dash ,1 , , , , , ,,,,,
364,Martini,True,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 , , , , , ,,,,,,,
365,Mary Pickford,True,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Cocktail glass,Shake and strain into a chilled large cocktail glass,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 tsp ,1/2 tsp ,1 , , , , , ,,,,,
366,Masala Chai,False,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,,,,,,,2 cups ,3-4 tsp ,1 chunk dried ,3-4 crushed ,3 ,1 piece ,1-2 whole ," to taste
", , , , , ,,
367,Melya,False,http://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Espresso,Honey,Cocoa powder,,,,,,,,,,,,,"
",Unsweetened , , , , , ,,,,,,,,
368,Miami Vice,True,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",151 proof rum,Pina colada mix,Daiquiri mix,,,,,,,,,,,,,5 oz Bacardi ,frozen ,frozen , , , , , ,,,,,,,
369,Microwave Hot Cocoa,False,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,Coffee mug,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well.",Sugar,Cocoa powder,Salt,Water,Milk,Vanilla extract,,,,,,,,,,5 tblsp ,3 tblsp ,1 dash ,3 tblsp hot ,2 cups ,1/4 tsp , , , , , ,,,,
370,Midnight Cowboy,True,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,,2 oz ,1 oz ,1/2 oz , , , , , ,,,,,,,
371,Midnight Manx,True,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,Old-fashioned glass,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",Kahlua,Bailey's irish cream,Goldschlager,Heavy cream,Coffee,,,,,,,,,,,1 oz ,1 oz ,dash ,2 oz ,2 oz Hazlenut , , , , , ,,,,,
372,Midnight Mint,True,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Bailey's irish cream,White Creme de Menthe,Cream,,,,,,,,,,,,,1 oz ,3/4 oz ,3/4 oz double , , , , , ,,,,,,,
373,Mimosa,True,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Champagne,Orange juice,,,,,,,,,,,,,,Chilled ,2 oz , , , , , ,,,,,,,,
374,Mississippi Planters Punch,True,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,Collins glass,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 tblsp ,"
","
","
","
","
","
",,,,
375,Mocha-Berry,True,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,,,,,,,,,,6 oz ,2 oz ,2 tblsp ,"
","
","
","
","
","
",,,,,,
376,Mojito,True,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Light rum,Lime,Sugar,Mint,Soda water,,,,,,,,,,,2-3 oz ,Juice of 1 ,2 tsp ,2-4 ,,,,,,,,,,,
377,Mojito #3,True,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,,,,,,,1/2 handful ,3 cl ,1/8 L Jamaican ,1/8 L ,8 drops , , , , , ,,,,,
378,Monkey Gland,True,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Gin,Benedictine,Orange juice,Grenadine,,,,,,,,,,,,2 oz ,1 tsp ,1/2 oz ,1 tsp , , , , , ,,,,,,
379,Monkey Wrench,True,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Light rum,Grapefruit juice,Bitters,,,,,,,,,,,,,1 1/2 oz ,3 oz ,1 dash , , , , , ,,,,,,,
380,Moranguito,True,http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Absinthe,Tequila,Grenadine,,,,,,,,,,,,,2/5 ,2/5 ,1/5 , , , , , ,,,,,,,
381,Moscow Mule,True,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Vodka,Lime juice,Ginger ale,,,,,,,,,,,,,2 oz ,2 oz ,8 oz , , , , , ,,,,,,,
382,Mother's Milk,True,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Shot glass,"Shake over ice, strain. Serves two.",Goldschlager,Butterscotch schnapps,Milk,,,,,,,,,,,,,1 oz ,1 oz ,1 oz , , , , , ,,,,,,,
383,Mudslinger,True,http://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,Southern Comfort,Orange juice,Pepsi Cola,,,,,,,,,,,,,750 ml ,1 L ,750 ml , , , , , ,,,,,,,
384,Mulled Wine,True,http://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",Water,Sugar,Cloves,Cinnamon,Lemon peel,Red wine,Brandy,,,,,,,,,3 cups ,1 cup ,12 ,2 ,1 ,750 ml ,1/4 cup , , , , , ,,,
385,National Aquarium,True,http://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Rum,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,2 oz ,1 splash , , , , , ,,,,
386,Negroni,True,http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz , , , , , ,,,,,,,
387,New York Lemonade,True,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Absolut Citron,Grand Marnier,Lemon juice,Club soda,,,,,,,,,,,,2 oz ,1 oz ,2 oz sweetened ,1 oz , , , , , ,,,,,,
388,New York Sour,True,http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ," (Claret)
","
","
","
","
","
","
","
",,,,
389,Nuked Hot Chocolate,False,http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Cocoa powder,Sugar,Vanilla extract,Milk,,,,,,,,,,,,2 tsp ,1 tsp ,1/2 tsp ,12 oz , , , , , ,,,,,,
390,Nutty Irishman,True,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Highball Glass,Serve over ice,Bailey's irish cream,Frangelico,Milk,,,,,,,,,,,,,1 part ,1 part ,1 part , , , , , ,,,,,,,
391,Old Fashioned,True,http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Bourbon,Angostura bitters,Sugar,Water,,,,,,,,,,,,4.5 cL,2 dashes,1 cube,dash,,,,,,,,,,,
392,Orange Crush,True,http://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,Shot glass,Add all ingredients to tumbler-Pour as shot,Vodka,Triple sec,Orange juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz , , , , , ,,,,,,,
393,Orange Oasis,True,http://www.thecocktaildb.com/images/media/drink/xqqytq1441167923.jpg,Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Cherry brandy,Gin,Orange juice,Ginger ale,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,4 oz ,"
","
","
","
","
","
",,,,,,
394,Orange Push-up,True,http://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Spiced rum,Grenadine,Orange juice,Sour mix,,,,,,,,,,,,1.5 oz ,0.5 oz ,4 oz ,1 splash , , , , , ,,,,,,
395,Orange Scented Hot Chocolate,False,http://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",Milk,Chocolate,Orange peel,Espresso,Nutmeg,,,,,,,,,,,2 cups ,4 oz chopped bittersweet or semi-sweet ,3 2-inch strips ,1/2 tsp instant ,1/8 tsp ground , , , , , ,,,,,
396,Orange Whip,True,http://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,Collins Glass,Pour ingredients over ice and stir.,Orange juice,Rum,Vodka,Cream,Ice,,,,,,,,,,,4 oz ,1 oz ,1 oz ,1 package ,Over , , , , , ,,,,,
397,Orangeade,False,http://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Lemon juice,Orange juice,Sugar syrup,Soda water,,,,,,,,,,,,5 cl ,15 cl ,2-3 cl ,"
","
","
","
","
","
",,,,,,
